cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,intinc,eintexp,nim,elnatr,nonii,ifiduc,iserchg,igltrad,idothnii,nonix,esal,epremagg,IDEOTH,idpretx,iglsec,itax,ibefxtr,extra,netinc,NETIMIN,NETINBM,ntlnls,eqcdiv,eqcstkrx,noij
"34058","12260","385686","3789986","Lusitania Savings Bank","Newark","NJ","7105","3/31/2020","6/2/2020","SB","107 Pulaski St.","LUSITANIA FINANCIAL MHC","4","0","","8","0","Essex","35620","New York-Newark-Jersey City, NY-NJ-PA","9/1/1995","9/1/1995","12/17/2012","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","0","1","www.lusitaniabank.com","2547","474","2073","0","113","0","0","","113","1259","790","252","217","927","0","262","665","0","665","0","665","0","0","0","665"
"8724","0","912550","1051353","Lusk State Bank","Lusk","WY","82225","3/31/2020","6/2/2020","SM","445 S. Main St","BANKERS CAPITAL CORP","1","0","","2","1","Niobrara","","","5/26/1924","1/1/1934","3/2/2018","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Billings","Kansas City","Western","West","0","1","http://www.luskstatebank.com","528","29","499","3","98","0","29","","69","387","240","30","117","207","0","0","207","0","207","0","207","0","460","0","207"
"32178","7960","497570","3814208","Luther Burbank Savings","Santa Rosa","CA","95401","3/31/2020","6/2/2020","NM","500 3rd St.","LUTHER BURBANK CORP","14","0","","4","0","Sonoma","42220","Santa Rosa, CA","1/1/1982","10/7/1983","10/24/2019","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (West)","San Francisco","Western","Western","0","0","www.lutherburbanksavings.com","64927","30143","34784","5300","47","0","15","0","32","16848","11130","2005","3713","12683","189","3795","9077","0","9077","0","9077","644","33960","0","8927.69"
"27727","179","901974","","Lyons Federal Bank","Lyons","KS","67554","3/31/2020","6/2/2020","SA","200 E. Ave S.","","4","0","","2","0","Rice","","","1/1/1913","12/6/1935","4/1/2017","Non-Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","WWW.LYONSFED.COM","1204","288","916","88","319","0","47","","272","872","493","96","283","275","0","73","202","0","202","0","202","0","0","0","202"
"17388","0","1003839","1841732","M C Bank & Trust Company","Morgan City","LA","70380","3/31/2020","6/2/2020","NM","1201 Brashear Ave.","M C BANCSHARES INC","7","0","","4","0","Saint Mary","","","1/20/1955","1/20/1955","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","www.mcbt.com","3340","307","3033","150","177","0","96","","81","2275","1264","409","602","785","0","150","635","0","635","0","635","5","0","0","635"
"35154","15731","2916534","","M.Y. SAFRA BANK, FSB","New York","NY","10022","3/31/2020","6/2/2020","SA","499 Park Ave.","","1","0","","8","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","6/5/2000","6/5/2000","3/31/2014","Stock","0","0","OCC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","www.mysafra.com","3468","1373","2095","597","145","0","92","","53","4046","1210","417","2419","-2403","14","15","-2404","0","-2404","0","-2404","197","0","0","-2418"
"9797","0","666059","5115280","M1 Bank","Macks Creek","MO","65786","3/31/2020","6/2/2020","NM","41 State Rd W","M1 BANCSHARES INC","3","0","","4","0","Camden","","","5/15/1911","1/1/1934","1/1/2018","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Springfield Mo","St. louis","Western","West","0","1","http://www.m1bank.net","3881","1198","2683","0","12","0","1","","11","1073","446","254","373","1622","0","400","1222","0","1222","0","1222","0","500","0","1222"
"10667","0","139553","2052777","Mabrey Bank","Bixby","OK","74008","3/31/2020","6/2/2020","SM","14821 S. Memorial","MABREY BCORP INC","15","0","","4","0","Tulsa","46140","Tulsa, OK","1/26/1924","1/1/1934","8/25/2018","Stock","0","1","FED","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","1","https://www.mabreybank.com","13195","2444","10751","0","1947","2","859","","1086","9219","5717","1054","2448","3479","963","1116","3326","0","3326","0","3326","-221","1326","0","2565.23"
"34618","16108","2634351","2634696","Macatawa Bank","Holland","MI","49424","3/31/2020","6/2/2020","NM","10753 Macatawa Dr","MACATAWA BANK CORP","29","0","","4","0","Ottawa","24340","Grand Rapids-Wyoming, MI","11/25/1997","11/25/1997","1/22/2015","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Grand Rapids","Chicago","Central","Central","0","1","www.macatawabank.com","17495","1952","15543","700","4907","935","1110","","2862","11491","6600","1750","3141","8259","14","1520","6753","0","6753","0","6753","-989","2831","92","6741.52"
"19531","9576","137205","2728577","Machias Savings Bank","Machias","ME","4654","3/31/2020","6/2/2020","SB","4 Ctr. St.","MACHIAS BCORP MHC","16","0","","4","0","Washington","","","3/5/1869","1/1/1966","12/14/2013","Stock","0","0","FDIC","DIF","New York","NEW YORK","Concord","Boston","Northeastern","Northeast","0","1","www.MachiasSavings.com","17921","2680","15241","208","2447","0","322","","2125","12444","6919","1500","4025","5036","-3196","373","1467","0","1467","0","1467","160","0","0","4023.8"
"6091","0","709639","1136577","Macon Bank and Trust Company","Lafayette","TN","37083","3/31/2020","6/2/2020","NM","609 Red Boiling Springs Rd.","MACON BANCTRUST INC","8","0","","8","0","Macon","34980","Nashville-Davidson-Murfreesboro-Franklin, TN","7/1/1919","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Nashville","Atlanta","Southern","Southeast","0","1","https://maconbankandtrust.com","4076","1112","2964","30","655","0","283","","372","2815","1780","286","749","774","130","164","740","0","740","0","740","27","0","0","633.4"
"14695","15895","34555","1133062","Macon-Atlanta State Bank","Macon","MO","63552","3/31/2020","6/2/2020","SM","1513 N. Missouri St.","MACON-ATLANTA BCORP INC","2","0","","2","1","Macon","","","1/1/1893","8/24/1934","11/1/2013","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Columbia Mo","St. louis","Western","West","0","1","http://www.mabank.com","2649","634","2015","0","574","0","67","0","507","1865","1129","145","591","724","234","0","958","0","958","0","958","-63","0","0","724"
"31999","7715","385471","4441414","Madison County Bank","Madison","NE","68748","3/31/2020","6/2/2020","SM","111 W. 3rd St.","MADISON COUNTY FINANCIAL INC","5","0","","2","0","Madison","","","1/1/1888","1/28/1980","6/19/2017","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Sioux City","Kansas City","Western","Western","0","1","www.madisoncountybank.com","4693","1049","3644","100","758","0","62","","696","2446","1646","123","677","1856","0","341","1515","0","1515","0","1515","0","700","221","1515"
"35056","0","2805928","3619702","Madison County Community Bank","Madison","FL","32340","3/31/2020","6/2/2020","NM","301 W. Base St.","MADISON CMTY BANCSHARES CORP","1","0","","4","0","Madison","","","5/5/1999","5/5/1999","7/9/2007","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Gainesville","Atlanta","Southern","Southeast","0","1","http://www.mccbflorida.com","1243","153","1090","75","184","0","129","","55","837","420","102","315","362","3","61","304","0","304","0","304","0","393","0","301.51"
"19544","0","596455","1123616","Madison Valley Bank","Ennis","MT","59729","3/31/2020","6/2/2020","NM","213 E. Main","JACKASS CREEK LAND&LIVESTOCK","5","0","","4","1","Madison","","","6/21/1965","1/13/1966","10/29/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","0","1","www.bankingonthefuture.com","1933","127","1806","68","175","0","62","","113","1364","785","158","421","549","0","0","549","0","549","0","549","4","265","0","549"
"8120","10406","261146","1095843","Magnolia Bank","Magnolia","KY","42757","3/31/2020","6/2/2020","NM","4910 S. L &n Turnpike","MAGNOLIA BANCSHARES INC","6","0","","8","1","Larue","21060","Elizabethtown-Fort Knox, KY","11/4/1919","1/1/1934","9/4/2016","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Elizabethtown","St. louis","Central","Southeast","0","1","www.magnoliabank.com","2888","750","2138","540","21491","0","95","0","21396","21468","11248","482","9738","1621","0","41","1580","0","1580","0","1580","-13","523","0","1580"
"22081","0","34434","1084016","Magnolia State Bank","Bay Springs","MS","39422","3/31/2020","6/2/2020","NM","28 Hwy. 528","MAGNOLIA STATE CORP THE","8","0","","4","1","Jasper","","","8/4/1975","8/4/1975","5/1/2016","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Jackson Ms","Atlanta","Southern","West","0","1","www.bankmagnolia.com","3600","636","2964","0","488","0","173","","315","2500","1231","424","845","952","0","0","952","0","952","0","952","0","286","0","952"
"30704","5775","548771","3382855","Magyar Bank","New Brunswick","NJ","8903","3/31/2020","6/2/2020","SB","400 Somerset St.","MAGYAR BCORP MHC","7","0","","4","0","Middlesex","35620","New York-Newark-Jersey City, NY-NJ-PA","1/1/1922","9/7/1954","12/31/2010","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","0","1","www.magbank.com","6631","1570","5061","420","279","0","65","","214","4503","2396","790","1317","417","68","139","346","0","346","0","346","-4","0","35","292.28"
"7153","14309","521804","2367921","Mahopac Bank","Mahopac","NY","10541","3/31/2020","6/2/2020","NM","630 Rt. 6","TOMPKINS FINANCIAL CORP","14","0","","4","0","Putnam","35620","New York-Newark-Jersey City, NY-NJ-PA","1/1/1927","1/1/1934","1/1/2016","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","0","http://www.mahopacbank.com","12843","1630","11213","3309","1202","0","478","0","724","7900","3221","887","3792","1206","245","193","1258","0","1256","2","1258","-10","2901","132","1044.85"
"22086","0","430054","3365296","Main Bank","Albuquerque","NM","87110","3/31/2020","6/2/2020","NM","7300 Menaul Blvd, Ne","MAIN BANC INC","1","0","","4","1","Bernalillo","10740","Albuquerque, NM","8/5/1975","8/5/1975","1/24/2017","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Albuquerque","Kansas City","Western","West","0","1","http://www.mainbank.com","1997","368","1629","42","55","0","23","","32","786","442","53","291","856","0","0","856","0","856","0","856","0","528","0","856"
"90235","16539","818401","3469354","Main Street Bank","Marlborough","MA","1752","3/31/2020","6/2/2020","SB","81 Granger Blvd.","MAIN STREET GROUP BANCSHARES MHC","13","0","","4","0","Middlesex","14460","Boston-Cambridge-Newton, MA-NH","4/3/1860","11/15/1985","1/1/2019","Stock","0","0","FDIC","DIF","New York","NEW YORK","North Boston","Boston","Northeastern","Northeast","0","1","www.bankmainstreet.com","10606","2161","8445","1600","983","0","328","","655","7537","4168","1000","2369","291","-795","-144","-360","0","-360","0","-360","23","0","0","268.05"
"57878","0","3351440","1495854","Main Street Bank","Bingham Farms","MI","48025","3/31/2020","6/2/2020","SM","31780 Telegraph Rd.","KEWEENAW FINANCIAL CORP","2","0","","4","0","Oakland","19820","Detroit-Warren-Dearborn, MI","9/7/2005","9/7/2005","1/1/2012","Stock","0","0","FED","DIF","Chicago","CHICAGO","Detroit","Chicago","Central","Central","0","1","msbmi.com","2312","678","1634","0","2165","0","122","","2043","2722","1950","223","549","1077","0","212","865","0","865","0","865","0","0","0","865"
"57162","0","3034695","3178900","Main Street Bank Corp.","Wheeling","WV","26003","3/31/2020","6/2/2020","NM","2001 Main St, # 100","MAIN STREET FINL SERVICES CORP","4","0","","4","0","Ohio","48540","Wheeling, WV-OH","6/20/2001","6/20/2001","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Scott Depot","Cleveland","Northeastern","Northeast","0","1","www.mymainstreetbank.com","5486","1244","4242","150","42","0","39","","3","2735","1713","229","793","1399","-213","333","853","0","853","0","853","4","0","0","1021.27"
"17741","10536","499501","4902643","Maine Community Bank","Biddeford","ME","4005","3/31/2020","6/2/2020","SB","254 Main St.","MAINE COMMUNITY BCORP MHC","10","0","","4","0","York","38860","Portland-South Portland, ME","7/27/1867","4/4/1957","1/1/2020","Stock","0","1","FDIC","DIF","New York","NEW YORK","Concord","Boston","Northeastern","Northeast","0","1","www.biddefordsavings.com","9907","2239","7668","852","545","0","86","","459","6130","3511","659","1960","1231","-588","90","553","0","553","0","553","-3","0","0","1058.68"
"18528","0","139955","1056170","Mainstreet Bank","Cook","NE","68329","3/31/2020","6/2/2020","NM","129 W. Main St.","BANCOOK CORP","9","0","","2","0","Johnson","","","5/1/1890","5/18/1962","6/2/2017","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","Western","0","1","http://www.themainstreet.bank","1014","158","856","79","96","0","37","","59","779","453","84","242","94","65","14","145","0","145","0","145","-1","0","0","85.85"
"57742","0","3248849","4977397","MainStreet Bank","Fairfax","VA","22030","3/31/2020","6/2/2020","SM","10089 Fairfax Blvd","MAINSTREET BANCSHARES INC","7","0","","4","0","Fairfax City","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","5/26/2004","5/26/2004","12/18/2017","Stock","0","0","FED","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","www.mstreetbank.com","15156","4576","10580","350","1375","0","321","0","1054","7139","4442","721","1976","4466","0","802","3664","0","3664","0","3664","36","0","0","3664"
"57598","0","3217957","","Mainstreet Community Bank of Florida","Deland","FL","32720","3/31/2020","6/2/2020","NM","204 S. Woodland Blvd.","","7","0","","4","0","Volusia","19660","Deltona-Daytona Beach-Ormond Beach, FL","10/24/2003","10/24/2003","4/9/2016","Stock","0","0","FDIC","DIF","Atlanta","CHICAGO","Gainesville","Atlanta","Southern","Southeast","0","1","www.bankonmainstreet.com","5152","715","4437","260","548","0","221","","327","3693","2198","362","1133","1032","102","269","865","0","865","0","865","-14","0","5108","784.42"
"32282","8089","773470","3842528","Malaga Bank F.S.B.","Palos Verdes Pen","CA","90274","3/31/2020","6/2/2020","SA","2514 Via Tejon","MALAGA FINANCIAL CORP","5","0","","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","3/8/1985","3/8/1985","7/21/2011","Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (West)","San Francisco","Western","Western","0","1","www.malagabank.com","12011","3065","8946","54","202","0","32","","170","2987","1805","341","841","6107","0","1800","4307","0","4307","0","4307","-4","2000","0","4307"
"14230","0","756343","3070415","Malvern Bank","Malvern","IA","51551","3/31/2020","6/2/2020","NM","404 Main St.","MALVERN BANCSHARES INC","1","0","","2","1","Mills","36540","Omaha-Council Bluffs, NE-IA","1/1/1892","4/10/1934","1/1/2017","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Chicago","Western","Western","0","1","www.malvern.bank","1756","471","1285","50","94","0","25","","69","1041","524","167","350","288","-16","9","263","0","263","0","263","-7","80","0","278.52"
"27861","416","676478","3805279","Malvern Bank N.A.","Paoli","PA","19301","3/31/2020","6/2/2020","N","42 E. Lancaster Ave.","MALVERN BCORP INC","9","0","","4","0","Chester","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","1/1/1887","1/8/1947","2/12/2018","Stock","0","0","OCC","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","0","1","www.mymalvernbank.com","11584","4423","7161","625","777","0","22","","755","4536","2271","535","1730","2777","180","689","2268","0","2268","0","2268","31","0","0","2125.8"
"30470","5398","459671","2589714","Manasquan Bank","Manasquan","NJ","8736","3/31/2020","6/2/2020","SB","2221 Landmark Pl.","MB MUTUAL HOLDING CO","15","0","","4","0","Monmouth","35620","New York-Newark-Jersey City, NY-NJ-PA","1/1/1874","7/7/1950","4/1/2019","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","0","1","http://www.manasquanbank.com","17621","4514","13107","500","920","0","155","0","765","9653","5466","1240","2947","3874","-69","980","2825","0","2825","0","2825","-2","0","0","2879.51"
"11823","0","614751","2851318","Manhattan Bank","Manhattan","MT","59741","3/31/2020","6/2/2020","NM","124 S. Broadway","MSB FINANCIAL INC","4","0","","2","1","Gallatin","","","10/5/1905","1/1/1934","7/29/2015","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","0","1","www.manhattanbank.com","1966","208","1758","60","155","0","53","0","102","1233","775","113","345","620","0","0","620","0","620","0","620","-9","360","0","620"
"26448","8465","163370","","Mansfield Co-operative Bank","Mansfield","MA","2048","3/31/2020","6/2/2020","SM","80 N. Main St.","","5","0","","4","0","Bristol","39300","Providence-Warwick, RI-MA","1/1/1883","12/5/1985","1/1/2019","Non-Stock","0","0","FED","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","1","www.mansfieldbank.bank","5302","1418","3884","507","830","0","86","","744","3504","2238","287","979","703","0","150","553","0","553","0","553","0","0","0","553"
"223","0","868442","1143212","Manson State Bank","Manson","IA","50563","3/31/2020","6/2/2020","NM","1001 Main St","ROG-LEE INC","1","0","","2","1","Calhoun","","","1/1/1933","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","www.mansonbank.com","292","29","263","0","36","0","19","","17","206","133","33","40","93","3","5","91","0","91","0","91","0","24","0","88.15"
"588","11394","501105","1037003","Manufacturers and Traders Trust Company","Buffalo","NY","14203","3/31/2020","6/2/2020","SM","1 M &t Plaza","M&T BANK CORP","803","3","","4","0","Erie","15380","Buffalo-Cheektowaga-Niagara Falls, NY","1/1/1856","1/1/1934","2/7/2019","Stock","0","1","FED","DIF","New York","WASHINGTON","Syracuse","New York","Northeastern","Northeast","0","0","http://www.mtb.com","1118225","133039","985186","249500","417226","51669","81809","20835","262913","806114","500587","75735","229792","346798","-20143","72903","253752","0","253752","0","253752","49182","450000","42761","269664.97"
"18618","12962","930965","3133262","Manufacturers Bank","Los Angeles","CA","90071","3/31/2020","6/2/2020","NM","515 S. Figueroa St, Ground F","SUMITOMO MITSUI FINL GROUP INC","10","0","","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","10/29/1962","10/29/1962","6/5/2017","Stock","0","1","FDIC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (North)","San Francisco","Western","Western","0","1","http://www.manufacturersbank.com","32913","8806","24107","2000","253","106","480","0","-333","12912","9008","1050","2854","9448","179","3159","6468","0","6468","0","6468","49","0","0","6326.59"
"16307","14046","215345","2269977","Manufacturers Bank & Trust Company","Forest City","IA","50436","3/31/2020","6/2/2020","NM","245 J St.","MBT CORP","5","0","","2","1","Winnebago","","","9/1/1945","9/1/1945","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","www.mbtbank.bank","3920","657","3263","80","1346","0","152","","1194","2558","1671","439","448","1971","0","52","1919","0","1919","0","1919","16","466","0","1919"
"57581","0","3151417","3151426","Maple Bank","Champlin","MN","55316","3/31/2020","6/2/2020","NM","11660 Theatre Dr. N.","MAPLE FINANCIAL HOLDING CO","1","0","","4","0","Hennepin","33460","Minneapolis-St. Paul-Bloomington, MN-WI","8/4/2003","8/4/2003","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","http://www.maple-bank.com","821","206","615","26","65","0","13","0","52","573","335","61","177","81","0","22","59","0","59","0","59","0","0","0","59"
"28585","1899","548472","3793497","Maple City Savings Bank, FSB","Hornell","NY","14843","3/31/2020","6/2/2020","SA","145 Main St.","MAPLE CITY SAVINGS MHC","2","0","","5","0","Steuben","","","1/1/1905","1/5/1953","7/21/2011","Stock","0","0","OCC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","www.maplecitysavings.com","1039","249","790","6","191","0","35","","156","787","423","91","273","188","0","26","162","0","162","0","162","-3","14","0","162"
"3182","0","594451","5136810","MapleMark Bank","Dallas","TX","75219","3/31/2020","6/2/2020","NM","4143 Maple Ave Ste 100","MAPLE FINANCIAL HOLDINGS INC","2","0","","4","0","Dallas","19100","Dallas-Fort Worth-Arlington, TX","1/1/1909","1/1/1934","7/15/2019","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","maplemarkbank.com","6058","2226","3832","159","429","0","40","","389","4751","2939","499","1313","-649","720","5","66","0","66","0","66","0","0","0","-603.6"
"17903","9612","683449","1200311","Maquoketa State Bank","Maquoketa","IA","52060","3/31/2020","6/2/2020","SM","203 N. Main St.","OHNWARD BANCSHARES INC","4","0","","2","0","Jackson","","","9/2/1958","9/2/1958","1/1/2012","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","WWW.MAQUOKETASB.BANK","3349","727","2622","45","832","287","72","","473","2233","1194","150","889","1176","-22","188","966","0","966","0","966","244","0","0","984.48"
"29745","4000","596978","","Marathon Bank","Wausau","WI","54401","3/31/2020","6/2/2020","SB","500 Scott St.","","4","0","","4","0","Marathon","48140","Wausau, WI","1/1/1902","3/12/1958","9/14/2018","Non-Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Appleton","Chicago","Central","Central","0","1","WWW.MARATHONBANK.COM","1423","328","1095","0","202","0","31","","171","1279","776","188","315","18","0","-11","29","0","29","0","29","43","0","0","29"
"90234","8425","816304","","Marblehead Bank","Marblehead","MA","1945","3/31/2020","6/2/2020","SM","21 Atlantic Ave.","","4","0","","4","0","Essex","14460","Boston-Cambridge-Newton, MA-NH","3/18/1871","9/17/1985","10/22/2008","Non-Stock","0","0","FED","DIF","New York","NEW YORK","North Boston","Boston","Northeastern","Northeast","0","1","www.marblebank.com","2036","144","1892","21","260","0","79","","181","1985","1289","202","494","146","0","13","133","0","133","0","133","2","0","0","133"
"20250","0","258445","1823608","Marine Bank","Springfield","IL","62704","3/31/2020","6/2/2020","NM","3050 W. Wabash Ave.","MARINE BCORP INC","12","0","","4","1","Sangamon","44100","Springfield, IL","9/4/1970","9/4/1970","10/4/2013","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","www.ibankmarine.com","5976","882","5094","75","1964","278","313","","1373","5188","3453","463","1272","1795","0","25","1770","0","1770","0","1770","57","250","0","1770"
"34233","0","2587916","5076215","Marine Bank & Trust Company","Vero Beach","FL","32963","3/31/2020","6/2/2020","NM","571 Beachland Blvd.","MARINE BCORP OF FLORIDA INC","4","0","","4","0","Indian River","42680","Sebastian-Vero Beach, FL","7/1/1997","7/1/1997","10/22/2016","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","0","1","www.marinebankandtrust.com","3231","415","2816","190","580","0","66","","514","2333","1386","238","709","873","0","219","654","0","654","0","654","-7","0","17","654"
"35479","0","3010000","3227947","Mariner's Bank","Edgewater","NJ","7020","3/31/2020","6/2/2020","NM","2 Pembroke Pl.","MARINERS BCORP","6","0","","4","1","Bergen","35620","New York-Newark-Jersey City, NY-NJ-PA","5/1/2001","5/1/2001","3/23/2020","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","0","1","http://www.marinersbank.com","4244","1125","3119","166","280","0","63","","217","2518","1314","563","641","715","0","0","715","0","715","0","715","202","0","3","715"
"14184","0","449832","1248023","Marion Bank and Trust Company","Marion","AL","36756","3/31/2020","6/2/2020","NM","332 S. Washington St.","MARION BANCSHARES INC","4","0","","4","1","Perry","","","3/17/1934","4/2/1934","2/24/2011","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","https://www.marion-bank.com","3033","881","2152","150","145","0","92","0","53","1606","764","124","718","541","-158","10","373","0","373","0","373","49","550","0","526.26"
"7909","11479","947525","1138928","Marion Center Bank","Indiana","PA","15701","3/31/2020","6/2/2020","NM","1271 Indian Springs Rd.","COMMUNITY BANKERS CORP","7","0","","4","0","Indiana","","","7/6/1905","1/1/1934","6/24/2011","Stock","0","0","FDIC","DIF","New York","NEW YORK","Wexford","Cleveland","Northeastern","Northeast","0","1","http://www.marioncenterbank.com","3517","811","2706","156","265","0","174","","91","2315","1468","151","696","500","9","85","424","0","424","0","424","29","224","0","416.53"
"15272","16045","97943","1200245","Marion County State Bank","Pella","IA","50219","3/31/2020","6/2/2020","NM","800 Main St.","PELLA FINANCIAL GROUP INC","5","0","","2","1","Marion","","","9/21/1935","9/21/1935","11/8/2019","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","www.marioncountybank.com","4855","804","4051","275","835","2","103","","730","2736","1836","164","736","1875","0","94","1781","0","1781","0","1781","0","1728","0","1781"
"9320","0","678454","","Marion State Bank","Marion","LA","71260","3/31/2020","6/2/2020","NM","345 Main St.","","5","0","","4","0","Union","33740","Monroe, LA","2/1/1907","1/1/1934","2/21/2008","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Shreveport","Dallas","Southern","Western","0","1","www.marionstatebank.com","2176","435","1741","48","303","0","116","0","187","1674","1058","168","448","322","0","62","260","0","260","0","260","75","0","0","260"
"15355","0","484057","3828250","Marion State Bank","Marion","TX","78124","3/31/2020","6/2/2020","NM","301 W. San Antonio St.","MARION BANCSHARES INC","1","0","","4","1","Guadalupe","41700","San Antonio-New Braunfels, TX","1/1/1906","2/11/1936","6/17/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","http://www.marionstatebanktx.com","1034","190","844","53","129","0","50","","79","611","337","43","231","309","1","0","310","0","310","0","310","17","0","0","309"
"58267","0","3716852","3832583","Marlin Business Bank","Salt Lake City","UT","84121","3/31/2020","6/2/2020","SM","2795 E. Cottonwood Parkway,","MARLIN BUS SERVICES DBA MARLIN CAPITAL SOLUTIONS","1","0","","4","0","Salt Lake","41620","Salt Lake City, UT","3/12/2008","3/12/2008","3/13/2018","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Salt Lake City","San Francisco","Western","West","0","1","www.marlincapitalsolutions.com","26981","4965","22016","23882","3502","0","0","","3502","17294","83","37","17174","-15658","58","-7286","-8314","0","-8314","0","-8314","6843","4800","0","-8359.82"
"16250","10700","716833","1207486","Marquette Bank","Chicago","IL","60636","3/31/2020","6/2/2020","SM","6316 S. Western Ave.","MARQUETTE NATIONAL CORP","23","0","","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","5/12/1945","5/12/1945","5/3/2017","Stock","0","1","FED","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.emarquettebank.com","14348","1588","12760","2226","4044","450","1303","0","2291","13174","6778","2095","4301","1404","-9","350","1045","0","1045","0","1045","-18","2500","0","1052.11"
"18094","0","388258","","Marquette Farmers State Bank of Marquette","Marquette","KS","67464","3/31/2020","6/2/2020","NM","205 N. Washington","","1","0","","2","0","Mcpherson","","","7/26/1906","10/15/1959","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","0","1","www.mfsb.com","268","50","218","0","77","0","7","","70","213","127","16","70","82","0","3","79","0","79","0","79","-1","10","0","79"
